class,difficulty,helpfulness,professor,date
DACSS601603,4,4,Meredith Rolfe,2022-09-06
DACSS601603,3,4,Meredith Rolfe,2022-09-02
DACSS601603,5,1,Meredith Rolfe,2022-05-05
DACSS602,1,1,Meredith Rolfe,2022-03-29
DACSS601603,5,1,Meredith Rolfe,2022-03-23
DACSS601603,5,1,Meredith Rolfe,2022-03-07
DACSS602,3,2,Meredith Rolfe,2021-09-28
DACSS601603,1,1,Meredith Rolfe,2021-09-10
292E,3,4,Meredith Rolfe,2018-05-07
PS292E,3,5,Meredith Rolfe,2018-05-01
PS328,4,5,Meredith Rolfe,2017-11-28
POLSCI391PN,4,3,Meredith Rolfe,2017-05-07
POLISCI320,3,3,Meredith Rolfe,2016-12-19
POLISCI320,3,4,Meredith Rolfe,2016-10-27
Italian229,2,5,Cara Takakjian,2024-05-28
Italian229,2,5,Cara Takakjian,2024-05-14
Italian229,3,5,Cara Takakjian,2024-05-08
Italian229,2,5,Cara Takakjian,2024-05-07
ITALIAN110,3,5,Cara Takakjian,2023-09-14
Italian229,2,5,Cara Takakjian,2022-04-20
ITAL230,2,3,Cara Takakjian,2022-04-11
ITALIAN110,3,1,Cara Takakjian,2022-04-11
ITAL230,4,1,Cara Takakjian,2022-04-11
ITALIAN110,3,5,Cara Takakjian,2018-05-16
ITA297P,2,5,Cara Takakjian,2017-08-09
ITALIAN120,2,5,Cara Takakjian,2017-04-30
ITAL120,3,4,Cara Takakjian,2016-04-11
ITAL230,1,5,Cara Takakjian,2015-12-10
PUBHLTH224,4,4,Sofija Zagarins,2024-07-16
PUBHLTH224,2,5,Sofija Zagarins,2024-05-14
PUBHLTH224,4,3,Sofija Zagarins,2023-07-19
PUBHL324,4,2,Sofija Zagarins,2023-05-17
PUBHLTH224,3,2,Sofija Zagarins,2023-05-16
PUBHLTH324,3,3,Sofija Zagarins,2015-11-12
PUBHLTH324,3,5,Sofija Zagarins,2015-04-30
PUBHLTH324,2,5,Sofija Zagarins,2015-04-23
324,2,4,Sofija Zagarins,2014-11-17
PUBHLTH324,2,5,Sofija Zagarins,2013-12-16
PH324,1,5,Sofija Zagarins,2012-05-19
PUBHL324,2,5,Sofija Zagarins,2012-05-08
PUBHL324,3,5,Sofija Zagarins,2011-11-23
PUBHL324,2,5,Sofija Zagarins,2011-04-05
POLISCI388,4,5,Kevin Young,2022-08-03
POLISCI388,3,5,Kevin Young,2022-07-14
ECON397,3,4,Kevin Young,2020-12-24
POLISCI388,4,1,Kevin Young,2019-12-23
POLISCI388,3,3,Kevin Young,2019-01-22
290P,3,4,Kevin Young,2018-05-07
POLISCI359,4,3,Kevin Young,2017-10-23
POLISCI388,5,1,Kevin Young,2017-03-22
POLISCI359,3,4,Kevin Young,2016-01-24
POLISCI359,4,4,Kevin Young,2015-09-22
POLISCI359,4,5,Kevin Young,2014-09-30
PLS359,5,2,Kevin Young,2013-12-13
POLSCI397CL,4,5,Kevin Young,2013-09-11
CLA,4,4,Kevin Young,2012-12-26
AFROAM101,3,5,Robert Williams,2018-01-06
AFROAM101,3,5,Robert Williams,2017-12-12
AFROAM236,4,4,Robert Williams,2017-08-07
AFROAM250,3,5,Robert Williams,2016-07-12
AFROAM397,4,5,Robert Williams,2016-07-12
AFROAM236,3,5,Robert Williams,2016-07-12
AFROAM236,4,5,Robert Williams,2016-07-11
AFROAM236,4,5,Robert Williams,2016-07-11
AFROAM236,4,5,Robert Williams,2016-07-11
AFROAM236,3,3,Robert Williams,2016-04-12
HMFA100,2,4,Robert Williams,2016-01-06
191HFA1,3,5,Robert Williams,2015-12-09
HMFNART191,1,4,Robert Williams,2015-11-16
CLAS102H,4,3,Elizabeth Keitel,2019-01-14
C102H1,4,2,Elizabeth Keitel,2017-01-04
C102H1,3,2,Elizabeth Keitel,2013-02-02
LATIN320,2,5,Elizabeth Keitel,2011-07-11
CLSSC102,4,3,Elizabeth Keitel,2010-05-20
CLSSC100,2,4,Elizabeth Keitel,2010-05-04
CLAS102,4,2,Elizabeth Keitel,2010-04-13
CLASS360H,2,5,Elizabeth Keitel,2008-05-30
CLASSICS360H,2,5,Elizabeth Keitel,2006-06-06
LATIN,5,3,Elizabeth Keitel,2005-11-10
WMNINANTIQUIT,3,4,Elizabeth Keitel,2004-12-07
LATIN,5,2,Elizabeth Keitel,2004-06-12
LATIN445,4,3,Elizabeth Keitel,2003-04-01
SOC386,5,5,Kevin Stainback,2009-06-08
SOC240,3,1,Kevin Stainback,2009-03-25
SOC211,5,5,Kevin Stainback,2008-04-06
SOC211,3,4,Kevin Stainback,2008-01-29
SOC386,5,5,Kevin Stainback,2008-01-29
SOC386,4,4,Kevin Stainback,2007-12-20
SOC386,5,5,Kevin Stainback,2007-10-29
SOC386,4,2,Kevin Stainback,2007-09-28
SOC386,4,2,Kevin Stainback,2007-09-28
SOC212,4,2,Kevin Stainback,2007-07-18
SOC386,3,5,Kevin Stainback,2007-04-19
SOCY211,3,4,Kevin Stainback,2006-11-29
SOCIO211,3,5,Kevin Stainback,2006-11-21
JUD101,2,5,David Bernat,2016-04-04
JUDAIC102,2,4,David Bernat,2015-12-30
101,4,3,David Bernat,2015-04-28
JUDAIC101,2,3,David Bernat,2015-04-08
JUD101,3,3,David Bernat,2014-12-01
JUDAIC101,5,1,David Bernat,2014-11-20
JUDAIC101,4,2,David Bernat,2013-11-13
JUDAIC101,3,5,David Bernat,2013-05-08
JUDAIC101,2,4,David Bernat,2013-05-07
JUD101,2,5,David Bernat,2012-12-06
JUDAI101,3,5,David Bernat,2012-11-22
JUD101,2,5,David Bernat,2012-08-02
JUDIA101,4,4,David Bernat,2012-05-10
POLISCI395,2,1,Maryann Barakso,2019-11-05
POL297,3,5,Maryann Barakso,2018-10-24
POL297,3,1,Maryann Barakso,2017-03-30
POL291,3,1,Maryann Barakso,2017-03-28
POLSCI181,3,4,Maryann Barakso,2014-10-12
POLSCI181,2,4,Maryann Barakso,2014-10-12
POL297,2,3,Maryann Barakso,2014-05-23
POL297,4,1,Maryann Barakso,2014-05-07
POLISCI181H,2,2,Maryann Barakso,2014-04-24
POL297,4,1,Maryann Barakso,2014-04-21
181H,3,2,Maryann Barakso,2013-12-11
POLSCI181,3,2,Maryann Barakso,2013-11-15
POL1,2,5,Maryann Barakso,2012-12-29
AFROAM236,4,5,Traci Parker,2019-11-13
AFROAM326,3,5,Traci Parker,2019-04-07
AFROAM236,4,5,Traci Parker,2019-01-06
AFROAM236,3,4,Traci Parker,2018-11-05
AFROAM236,3,5,Traci Parker,2018-01-02
AFROAM236,3,5,Traci Parker,2017-12-27
AFROAM236,4,5,Traci Parker,2017-12-21
AFROAM236,3,5,Traci Parker,2017-01-20
AFROAM326,3,5,Traci Parker,2016-04-06
AFROAM236,3,5,Traci Parker,2015-12-27
AFROAM326,3,3,Traci Parker,2015-12-09
AFROAM236,3,3,Traci Parker,2015-11-09
AFROAM326,4,3,Traci Parker,2015-10-12
ECE201,4,5,Ramakrishna Janaswamy,2024-05-19
ECE201,5,3,Ramakrishna Janaswamy,2023-11-03
ECE201,4,1,Ramakrishna Janaswamy,2023-07-18
ECE201,3,3,Ramakrishna Janaswamy,2020-12-08
ECE201,3,5,Ramakrishna Janaswamy,2020-10-13
ECE201,4,4,Ramakrishna Janaswamy,2020-03-29
ECE201,5,1,Ramakrishna Janaswamy,2018-12-25
ECE201,5,1,Ramakrishna Janaswamy,2018-12-24
ECE201,5,1,Ramakrishna Janaswamy,2018-12-24
ECE201,5,1,Ramakrishna Janaswamy,2018-12-12
ECE201,4,1,Ramakrishna Janaswamy,2018-12-12
ECE201,5,1,Ramakrishna Janaswamy,2018-12-08
ECE201,4,1,Ramakrishna Janaswamy,2018-11-14
Eng112,2,1,Noelle Mrugalla-Paraan,2023-11-02
Eng112,1,5,Noelle Mrugalla-Paraan,2023-09-05
Eng354,2,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,2,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,2,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,3,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,2,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,3,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,3,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,3,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,2,5,Noelle Mrugalla-Paraan,2022-12-07
Eng354,2,5,Noelle Mrugalla-Paraan,2022-12-07
Eng112,2,5,Noelle Mrugalla-Paraan,2022-11-03
CS187,2,5,Cole Smith,2021-01-21
CS121,2,5,Cole Smith,2020-12-08
CS121,3,5,Cole Smith,2020-12-07
CS121,2,5,Cole Smith,2020-12-07
CS121,1,5,Cole Smith,2020-11-13
COMPSCI121,2,5,Cole Smith,2020-11-11
CS121,3,5,Cole Smith,2020-09-01
CS377,3,5,Cole Smith,2020-04-29
CS377,4,5,Cole Smith,2020-04-27
CS377,3,5,Cole Smith,2020-04-27
CS377,3,5,Cole Smith,2020-04-24
CS377,1,5,Cole Smith,2020-04-24
CS377,3,5,Cole Smith,2020-04-22
PHYSICS131,1,1,Lori Goldner,2021-12-05
PHYS131,4,1,Lori Goldner,2021-12-02
PHYSICS131,4,1,Lori Goldner,2021-11-11
PHYS114,5,1,Lori Goldner,2018-09-12
PHYSICS114,1,1,Lori Goldner,2018-05-04
PHYS114,1,3,Lori Goldner,2016-09-07
PHYSICS114,3,2,Lori Goldner,2016-05-11
PHYS114,2,5,Lori Goldner,2016-03-25
PHYSICS114,4,3,Lori Goldner,2015-11-12
114,5,2,Lori Goldner,2015-06-09
PHYSICS114,3,1,Lori Goldner,2015-05-19
PHYS114,3,3,Lori Goldner,2015-05-12
PHYSICS114,3,4,Lori Goldner,2015-05-12
PHYS181,3,5,Krishna Kumar,2023-05-17
PHYS100,4,2,Krishna Kumar,2012-12-05
PHYS286LAB6,3,5,Krishna Kumar,2006-04-11
286,2,5,Krishna Kumar,2005-03-28
PHYS171,4,5,Krishna Kumar,2004-12-23
PHYS181,3,5,Krishna Kumar,2004-04-15
PHY181,5,4,Krishna Kumar,2004-04-14
PHYSICS17,4,3,Krishna Kumar,2003-04-30
PHYS171,1,5,Krishna Kumar,2003-04-23
171,2,4,Krishna Kumar,2003-04-21
PHYS171,3,5,Krishna Kumar,2003-04-17
PHY171,4,4,Krishna Kumar,2002-12-29
PHY171,4,4,Krishna Kumar,2002-12-27
ANTHRO205,2,5,Jennifer Sandler,2024-11-25
ANTHRO205,2,5,Jennifer Sandler,2022-12-16
ANTHRO205,3,5,Jennifer Sandler,2022-11-30
ANTHRO205,2,5,Jennifer Sandler,2021-12-22
ANTHRO205,1,4,Jennifer Sandler,2021-12-11
ANTHRO205,2,4,Jennifer Sandler,2021-11-22
ANTHRO205,2,2,Jennifer Sandler,2020-11-16
ANTHRO205,2,3,Jennifer Sandler,2018-12-20
ANTHRO205,3,5,Jennifer Sandler,2017-11-16
ANTHRO205,2,2,Jennifer Sandler,2017-11-11
ANTHRO205,2,4,Jennifer Sandler,2017-04-12
ANTHRO205,3,5,Jennifer Sandler,2016-12-20
ANTHRO205,2,4,Jennifer Sandler,2016-12-13
PSYCH100,1,5,Rachel Farr,2015-05-10
PSYCH100,2,3,Rachel Farr,2015-01-06
100,3,5,Rachel Farr,2014-12-21
100,3,3,Rachel Farr,2014-12-09
PSYCH100,1,5,Rachel Farr,2014-12-08
PSYCH100,1,5,Rachel Farr,2014-12-02
PSYCH100,3,3,Rachel Farr,2014-11-24
PSYCH100,1,5,Rachel Farr,2014-11-20
100,2,4,Rachel Farr,2014-11-19
PSYCH100,3,2,Rachel Farr,2014-11-16
PSYCH100,3,3,Rachel Farr,2014-11-13
PSYCH100,3,4,Rachel Farr,2014-10-27
GEO311,4,5,Sheila Seaman,2017-02-21
GEOSCI101,3,5,Sheila Seaman,2014-11-12
MINPETRO,2,5,Sheila Seaman,2013-05-11
GEO311,5,3,Sheila Seaman,2012-12-08
GEO311,1,5,Sheila Seaman,2011-11-26
GEO311,4,5,Sheila Seaman,2008-12-22
GEOSC285,3,2,Sheila Seaman,2006-11-24
GEO285,2,4,Sheila Seaman,2006-11-21
GEO311,4,5,Sheila Seaman,2005-12-09
GEO311,2,2,Sheila Seaman,2005-10-10
MINEROLOGY,4,5,Sheila Seaman,2003-03-06
GEO285,4,5,Sheila Seaman,2002-12-03
FRENC1,3,5,Matt Destruel,2010-06-07
FR2403,2,5,Matt Destruel,2010-04-23
FR240,2,5,Matt Destruel,2010-01-06
FR240,2,5,Matt Destruel,2009-08-26
FR240,2,5,Matt Destruel,2009-05-18
FRNCH120,1,5,Matt Destruel,2009-03-17
FR273,1,5,Matt Destruel,2009-03-17
FRE273,1,5,Matt Destruel,2009-03-17
FRE120,1,5,Matt Destruel,2009-03-17
FRNCH120,1,4,Matt Destruel,2009-01-08
FR273,3,5,Matt Destruel,2008-09-24
FR120,2,4,Matt Destruel,2008-09-13
MATH131,4,4,Allison Tanguay,2014-11-19
MATH131,3,5,Allison Tanguay,2014-06-04
MATH131,2,5,Allison Tanguay,2014-05-15
MATH127,3,3,Allison Tanguay,2014-05-02
MATH131,2,4,Allison Tanguay,2014-04-07
MATH127,5,2,Allison Tanguay,2014-04-07
CALC131,3,5,Allison Tanguay,2014-04-04
MATH223,2,5,Allison Tanguay,2014-01-07
MATH131,2,3,Allison Tanguay,2013-11-21
MATH131,2,2,Allison Tanguay,2011-11-16
MATH131,2,4,Allison Tanguay,2011-11-14
CALC131,3,4,Allison Tanguay,2010-11-29
MATH331,1,5,Nathan Totz,2017-03-09
MATH331,5,2,Nathan Totz,2016-03-30
MATH235,5,1,Nathan Totz,2015-05-04
MATH235,4,3,Nathan Totz,2015-03-28
MATH235,4,3,Nathan Totz,2015-02-21
MATH131,3,4,Nathan Totz,2015-02-20
131,3,3,Nathan Totz,2015-01-26
MATH131,4,1,Nathan Totz,2015-01-06
MATH131,3,1,Nathan Totz,2014-11-07
151,2,4,Nathan Totz,2014-11-07
MATH131,3,4,Nathan Totz,2014-10-08
MATH131,1,5,Nathan Totz,2014-09-13
BCT353,5,4,Fernando Romero De Moraes,2023-01-01
BCT550,3,1,Fernando Romero De Moraes,2022-11-19
BCT494BI,3,5,Fernando Romero De Moraes,2022-08-19
BCT494BI,4,5,Fernando Romero De Moraes,2022-05-12
BCT550,5,2,Fernando Romero De Moraes,2022-04-28
BCT353,4,5,Fernando Romero De Moraes,2022-03-22
BCT550,4,5,Fernando Romero De Moraes,2022-03-22
BCT353,3,5,Fernando Romero De Moraes,2022-03-21
BCT353,4,5,Fernando Romero De Moraes,2022-01-27
BCT353,3,4,Fernando Romero De Moraes,2021-12-09
BCT550,3,5,Fernando Romero De Moraes,2021-09-13
BCT550,3,5,Fernando Romero De Moraes,2021-05-29
PHYSICS151,3,5,Chen Wang,2024-07-29
PHYSICS151,2,3,Chen Wang,2024-05-12
PHYS284,3,5,Chen Wang,2023-09-06
PHYS284,3,5,Chen Wang,2023-04-25
PHYSICS597Q,2,5,Chen Wang,2023-01-12
PHYS284,1,5,Chen Wang,2022-05-14
PHS440,3,5,Chen Wang,2021-09-30
PHYS284,3,4,Chen Wang,2020-06-02
PHYSICS284,3,5,Chen Wang,2020-05-11
PHYSICS284,3,5,Chen Wang,2020-04-23
PHYS284,2,5,Chen Wang,2020-04-17
PHYSICS286,3,1,Chen Wang,2018-04-24
PSYCH391SE,2,5,Jennifer McDermott,2023-10-12
PSYCH391SE,3,5,Jennifer McDermott,2022-04-30
PSYCH350H,2,5,Jennifer McDermott,2021-05-03
PSYCH350H,3,5,Jennifer McDermott,2018-01-12
PSYCH350H,3,5,Jennifer McDermott,2017-11-05
PSYCH350,1,5,Jennifer McDermott,2014-07-28
PSYCH350,2,5,Jennifer McDermott,2014-05-05
PSYCH350,2,4,Jennifer McDermott,2014-04-21
PSYCH350H,2,5,Jennifer McDermott,2014-01-20
PSYCH350H,2,5,Jennifer McDermott,2013-12-26
PSYCH391SE,2,5,Jennifer McDermott,2013-11-11
PSYCH350,3,5,Jennifer McDermott,2013-05-06
FFYS191,1,5,Cassandra Uricchio,2024-04-17
FFYS191,1,5,Cassandra Uricchio,2023-12-15
ANSCI236,2,5,Cassandra Uricchio,2021-12-10
ANSCI236,2,5,Cassandra Uricchio,2021-11-16
FFYS191,1,5,Cassandra Uricchio,2021-11-14
ANSCI236,3,5,Cassandra Uricchio,2021-09-27
ANIMLSCI236,4,5,Cassandra Uricchio,2020-12-08
ANIMLSCI236,3,5,Cassandra Uricchio,2018-12-04
ANIMLSCI236,4,4,Cassandra Uricchio,2018-10-31
ANSCI297,4,1,Cassandra Uricchio,2018-06-13
SEC01,4,1,Cassandra Uricchio,2017-12-06
STO111,3,5,Cassandra Uricchio,2016-05-10
MATH545,1,3,Qian-Yong Chen,2023-06-01
MATH545,4,1,Qian-Yong Chen,2023-05-29
MATH545,4,1,Qian-Yong Chen,2023-05-12
MATH545,3,3,Qian-Yong Chen,2018-05-15
MATH545,4,4,Qian-Yong Chen,2018-01-28
MATH545,2,5,Qian-Yong Chen,2017-12-25
MATH331,4,4,Qian-Yong Chen,2016-12-29
MATH331,5,1,Qian-Yong Chen,2016-12-19
MATH331,3,3,Qian-Yong Chen,2016-10-19
MATH233,3,2,Qian-Yong Chen,2014-12-06
MATH131,4,3,Qian-Yong Chen,2014-01-22
MATH132H,5,3,Qian-Yong Chen,2013-04-16
PORT316,2,5,Luiz Amaral,2023-12-10
PORT301,2,5,Luiz Amaral,2022-12-01
PORT246,2,5,Luiz Amaral,2022-12-01
PORT408,2,5,Luiz Amaral,2018-12-11
PORT316,3,5,Luiz Amaral,2017-01-25
SPAN311,2,5,Luiz Amaral,2014-07-11
SPAN311,3,5,Luiz Amaral,2014-04-05
SPAN311,3,4,Luiz Amaral,2014-03-16
SPAN311,2,5,Luiz Amaral,2013-05-14
SPAN311,2,5,Luiz Amaral,2013-03-30
SPAN311,3,3,Luiz Amaral,2012-12-04
SPAN311,3,5,Luiz Amaral,2012-11-01
SPAN120,3,3,Javier Borrero,2012-06-21
SPAN240,1,1,Javier Borrero,2007-04-12
SPAN230,2,1,Javier Borrero,2007-01-22
SPAN230,3,5,Javier Borrero,2006-12-12
SPAN240,1,1,Javier Borrero,2006-11-27
SPAN110,3,5,Javier Borrero,2006-05-31
SPAN230,5,5,Javier Borrero,2006-05-27
SPANISH240,2,1,Javier Borrero,2006-05-17
SPANISH240,2,2,Javier Borrero,2006-05-06
SPANISH230,3,2,Javier Borrero,2005-10-13
SPANISH110,4,3,Javier Borrero,2004-12-12
ECE213,4,3,Do-Hoon Kwon,2024-06-02
ECE213,5,1,Do-Hoon Kwon,2024-05-21
ECE213,5,1,Do-Hoon Kwon,2024-05-19
ECE213,5,1,Do-Hoon Kwon,2024-05-14
ECE213,5,1,Do-Hoon Kwon,2024-04-25
ECE213,5,1,Do-Hoon Kwon,2024-03-09
ECE213,5,1,Do-Hoon Kwon,2024-03-08
ECE213,5,1,Do-Hoon Kwon,2024-03-07
ECE213,5,1,Do-Hoon Kwon,2024-03-04
ECE213,4,1,Do-Hoon Kwon,2024-02-26
ECE333,5,1,Do-Hoon Kwon,2016-06-09
MUSIC150,1,4,John Jenkins,2011-12-20
MUS150,2,5,John Jenkins,2009-05-17
LIVELYARTS,2,4,John Jenkins,2006-04-25
LIVELYARTS,2,1,John Jenkins,2006-03-09
LIVELYARTS,4,1,John Jenkins,2005-06-02
MUSIC150,2,1,John Jenkins,2005-01-28
MUSIC150,1,3,John Jenkins,2005-01-17
150,2,2,John Jenkins,2003-04-23
MUSIC,2,1,John Jenkins,2002-12-16
MUSIC150,3,1,John Jenkins,2002-12-14
MUSIC150,3,1,John Jenkins,2002-12-11
SPAN201,5,3,Ana Rona,2010-05-12
SPAN201,4,5,Ana Rona,2010-04-23
SPA311,4,2,Ana Rona,2006-11-22
SPAN311,5,1,Ana Rona,2006-11-14
SPAN311,5,5,Ana Rona,2006-04-05
SPANISH311,4,2,Ana Rona,2006-02-01
301,1,1,Ana Rona,2005-12-27
SPAN311,2,5,Ana Rona,2005-12-20
SPN230311,3,5,Ana Rona,2005-10-26
SPAN240,4,2,Ana Rona,2005-05-03
SPAN230,2,2,Ana Rona,2004-11-17
COMDI210,4,1,Frances Burns,2011-11-15
COM210,3,3,Frances Burns,2010-12-09
COMDI210,2,2,Frances Burns,2010-11-15
COMDI210,4,1,Frances Burns,2010-11-01
COMDI01,3,5,Frances Burns,2010-08-06
COMDI01,4,5,Frances Burns,2010-08-06
COMDI210,4,1,Frances Burns,2010-03-22
COMM210,4,1,Frances Burns,2010-01-01
COMDI210,4,1,Frances Burns,2009-12-23
COMMD210,3,5,Frances Burns,2009-12-12
COMDI210,5,1,Frances Burns,2009-11-13
SOC283,3,5,Ana Villalobos,2023-05-15
SOCIOL222,3,5,Ana Villalobos,2023-04-24
SOCIOL222,3,5,Ana Villalobos,2022-12-15
SOCIOL222,3,5,Ana Villalobos,2022-11-30
SOCIOL222,2,4,Ana Villalobos,2022-11-22
SOC283,2,5,Ana Villalobos,2022-11-14
SOC283,2,4,Ana Villalobos,2022-11-02
SOC297X,1,5,Ana Villalobos,2022-01-28
297X,2,5,Ana Villalobos,2021-12-08
297X,2,5,Ana Villalobos,2021-12-07
SOC283,2,5,Ana Villalobos,2021-12-07
SCHMGMT310,2,5,Jake Zucker,2024-05-02
SCHMGMT310,1,5,Jake Zucker,2024-01-12
SCHMGMT310,2,5,Jake Zucker,2023-05-20
SCHMGMT310,3,4,Jake Zucker,2023-05-17
SCHMGMT310,1,5,Jake Zucker,2022-12-13
SCHMGMT310,2,5,Jake Zucker,2022-05-02
SCHMGMT310,1,5,Jake Zucker,2021-12-26
SCHMGMT310,1,4,Jake Zucker,2021-12-22
SCHMGMT310,1,5,Jake Zucker,2021-12-10
MGMT310,2,5,Jake Zucker,2020-11-03
MGMT310,2,5,Jake Zucker,2019-12-11
ENGLWRIT112,3,1,Astha Gupta,2021-02-19
ENG254,1,1,Astha Gupta,2021-01-31
ENG146,3,5,Astha Gupta,2021-01-16
ENGLWRIT11209,3,4,Astha Gupta,2020-12-30
ENG254,3,4,Astha Gupta,2020-12-28
ENG112,3,5,Astha Gupta,2020-12-28
LWENG146,4,5,Astha Gupta,2020-12-28
ENG146,1,1,Astha Gupta,2020-10-05
CW112,3,5,Astha Gupta,2019-03-29
CW112,3,4,Astha Gupta,2018-10-28
ENG112,2,3,Astha Gupta,2018-02-06
MUS300,1,4,Emiliano Ricciardi,2023-12-15
MUSIC101,1,5,Emiliano Ricciardi,2023-12-15
MUSIC101,1,5,Emiliano Ricciardi,2020-01-14
MUSIC100,1,5,Emiliano Ricciardi,2017-11-16
MUSIC100,2,5,Emiliano Ricciardi,2017-10-31
MUS100,1,5,Emiliano Ricciardi,2017-01-31
MUSIC100,3,4,Emiliano Ricciardi,2017-01-26
MUSIC100,5,4,Emiliano Ricciardi,2016-07-10
MUSIC100,1,5,Emiliano Ricciardi,2016-05-17
MUS100,1,5,Emiliano Ricciardi,2015-12-15
MUSIC100,2,4,Emiliano Ricciardi,2015-11-17
English205,3,3,Malcolm Sen,2024-02-02
HONORS391AH,2,5,Malcolm Sen,2022-12-13
ENGL365,2,2,Malcolm Sen,2022-10-09
English205,3,4,Malcolm Sen,2022-05-20
HONORS391AH,2,5,Malcolm Sen,2019-12-11
ENG365,4,5,Malcolm Sen,2019-11-10
ENG365,2,5,Malcolm Sen,2018-12-13
ENG365,4,5,Malcolm Sen,2018-12-06
FFYS191,2,4,Malcolm Sen,2018-11-28
ENG200,4,5,Malcolm Sen,2017-11-09
ENGL365,4,4,Malcolm Sen,2016-10-26
RESECON202H,2,5,Angela De Oliveira,2021-12-23
SW8770,3,5,Angela De Oliveira,2021-12-06
RESEC202,3,4,Angela De Oliveira,2017-11-20
RESECON202,5,4,Angela De Oliveira,2016-11-24
RESEC202,4,4,Angela De Oliveira,2015-05-05
RESECON202,3,3,Angela De Oliveira,2015-04-05
RESEC313,4,1,Angela De Oliveira,2015-03-04
RESECON202,3,3,Angela De Oliveira,2014-04-27
RESECON313,2,3,Angela De Oliveira,2014-01-22
RESECON313,3,3,Angela De Oliveira,2013-12-17
RESEC305,4,1,Angela De Oliveira,2009-11-16
SOC341,3,5,Kyla Walters,2019-04-03
224,3,5,Kyla Walters,2015-08-30
SOC391C,2,5,Kyla Walters,2014-11-14
SOC224,2,5,Kyla Walters,2014-07-16
SOC220,1,5,Kyla Walters,2014-05-01
SOC224,3,5,Kyla Walters,2014-04-30
SOCIOLOGY224,2,5,Kyla Walters,2014-04-29
320,3,5,Kyla Walters,2014-03-31
SOC106,1,5,Kyla Walters,2013-12-13
SOC340,3,5,Kyla Walters,2013-05-01
CMN697,2,4,Mike Alvarez,2021-04-24
COMM250,4,5,Mike Alvarez,2018-06-13
COMM121,2,5,Mike Alvarez,2017-12-19
COMM121,3,5,Mike Alvarez,2017-12-15
COMM121,3,5,Mike Alvarez,2017-12-12
COMM127,2,5,Mike Alvarez,2017-12-12
COMM121,3,5,Mike Alvarez,2017-12-11
FILM140,3,5,Mike Alvarez,2017-01-23
FILM140,3,5,Mike Alvarez,2017-01-23
FILM140,3,4,Mike Alvarez,2016-12-10
WGSS187,4,1,Kiran Asher,2023-02-16
WGSS187,3,4,Kiran Asher,2023-01-25
WGSS187,3,2,Kiran Asher,2023-01-17
WGSS187,1,1,Kiran Asher,2022-12-16
WGSS187,4,1,Kiran Asher,2022-09-08
WGSS187,5,3,Kiran Asher,2021-01-04
WGSS187,3,3,Kiran Asher,2020-12-23
WGSS187,2,3,Kiran Asher,2019-12-06
WGSS414,4,4,Kiran Asher,2018-09-06
WGSS220,3,3,Kiran Asher,2017-11-11
MIE273,2,5,Donald Fisher,2009-07-01
MIE273,2,5,Donald Fisher,2009-02-01
MIE273,1,5,Donald Fisher,2006-05-24
MIE273,3,4,Donald Fisher,2005-05-19
MIE273,3,5,Donald Fisher,2005-01-22
MIE273,1,5,Donald Fisher,2003-04-20
MIE273,3,5,Donald Fisher,2003-04-19
MIE657,3,5,Donald Fisher,2003-04-19
MIE273,1,4,Donald Fisher,2003-04-04
MIE460,2,5,Donald Fisher,2002-12-21
CHINESE327,4,5,YU Liu,2019-04-03
CH526,5,3,YU Liu,2018-12-06
CHINESE327,5,2,YU Liu,2018-04-02
CHINESE327,3,5,YU Liu,2017-04-24
CHINESE327,4,5,YU Liu,2017-03-30
CHINESE326,4,4,YU Liu,2017-01-19
127,3,5,YU Liu,2015-07-02
CHINESE327,4,5,YU Liu,2014-05-17
CHINESE326,4,3,YU Liu,2013-12-10
CHIN126,3,5,YU Liu,2012-08-17
SOC328,2,5,Lynette Bloise,2020-03-03
SOC328,2,5,Lynette Bloise,2014-11-27
SOC328,1,5,Lynette Bloise,2014-01-07
COUNSELING,1,5,Lynette Bloise,2013-11-20
INTOTOSOCIAL,1,3,Lynette Bloise,2013-04-01
SOC328,1,5,Lynette Bloise,2009-12-11
SOC391,2,4,Lynette Bloise,2009-02-04
SOC391,2,3,Lynette Bloise,2008-04-30
SOC391W,1,4,Lynette Bloise,2008-01-13
SOC391W,2,5,Lynette Bloise,2007-10-29
CHE325,4,4,Friederike Jentoft,2023-07-28
CHE325,4,5,Friederike Jentoft,2023-06-18
CHE325,4,5,Friederike Jentoft,2023-06-18
CHE325,5,2,Friederike Jentoft,2023-06-02
CHE325,4,2,Friederike Jentoft,2023-05-29
CHE325,4,4,Friederike Jentoft,2023-05-15
CHE325,4,4,Friederike Jentoft,2022-05-28
CHE325,3,4,Friederike Jentoft,2022-04-28
CHE325,4,2,Friederike Jentoft,2020-03-30
CHE401,4,3,Friederike Jentoft,2018-12-20
COMSCI-151CP,3,3,Hia Ghosh,2023-12-07
